ID;Jour;Heure;Mode;Direction;Frequence;Motif_deplacement;Motif_dep_commentaires;Raison_plus_direct_plus_pratique;Raison_plus_agreable;Raison_moins_voiture;Raison_habitude;Raison_autre;Raison_autre_commentaire_libre;Sentiment_securite;Perception_risque_collision_pietons_cyclistes;Confort_rarement_gene_autres_usagers;Confort_lisibilite_positionnement;Perception_tensions;Cohabitation_agreable;Explication_ressenti_raison_1;Explication_ressenti_raison_2;Explication_ressenti_raison_3;Explication_ressenti_raison_4;Explication_ressenti_raison_5;Situations_evitement_axe;Evitement_quand;Evitement_pourquoi;Usagers_genants_cyclistes;Usagers_genants_livreurs_velo;Usagers_genants_pietons;Usagers_genants_trottinettes;Usagers_genants_voitures;Usagers_genants_camionnettes;Usagers_genants_autres;Usagers_genants_autres_commentaire_libre;Qualificatif_1;Qualificatif_2;Qualificatif_3;Genre;Age
P176;29/04/2025;15:30:00;pietons;vers gallia;tous les jours;travail/etudes;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;comportement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;mal organise;NA;homme;NA
P177;29/04/2025;15:31:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;NA;NA;NA;NA;NA;oui;manifestation;trop frequente;null;null;oui;null;null;null;oui;touristes;beau;attentif;vivre ensemble compliqe;femme;NA
P178;29/04/2025;15:35:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;null;null;null;oui;null;NA;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;amenagement +;espace assez large;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;anime;calme;souriante;femme;NA
P179;29/04/2025;15:40:00;pietons;vers gallia;tous les jours;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;amenagement -;espace assez large;absence de separation;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;beau;sympa;homme;NA
P180;29/04/2025;15:40:00;pietons;vers gallia;tous les jours;travail/etudes;NA;null;null;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;comportement -;vitesse cyclistes;vitesse livreurs a velo;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;beau;calme;apaisant;homme;NA
P181;29/04/2025;15:42:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;oui;null;null;oui;null;NA;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;comportement -;conflits/tensions/peur;NA;NA;NA;oui;meteo agreable;trop frequente;null;null;oui;null;null;null;oui;grands groupes;agreable;calme;attentionne;homme;NA
P182;29/04/2025;15:45:00;pietons;vers gallia;tous les jours;promenade;NA;oui;null;null;null;null;NA;plutot d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;comportement +;tout le monde se respecte;espace assez large;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;tranquille;anime;ne sait pas;NA
P183;29/04/2025;15:50:00;pietons;vers gallia;moins souvent;promenade;NA;null;oui;null;null;oui;place pour le fauteuil roulant;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;a l'aise;soleil;agreable;femme;NA
P184;29/04/2025;15:55:00;pietons;vers corbeau;moins souvent;promenade;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;comportement -;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;attentif;agreable;ensoleille;femme;NA
P185;29/04/2025;15:55:00;pietons;vers gallia;moins souvent;activites/loisirs;NA;null;null;null;null;oui;parking;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;amenagement -;vitesse cyclistes;absence de separation;NA;NA;oui;entre 12h-14h;NA;oui;null;null;null;null;null;null;NA;agreable;dangereux;pietonnier;homme;NA
P186;29/04/2025;16:00:00;pietons;sans reponse;toutes les semaines;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;tout a fait d'accord;densite frequentation -;trop de monde en general;vitesse cyclistes;NA;NA;non;NA;NA;null;oui;null;oui;null;null;oui;electrique;touristique;calme;agreable;ne sait pas;NA
P187;29/04/2025;16:00:00;pietons;sans reponse;moins souvent;promenade;NA;null;oui;oui;null;null;NA;plutot d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;NA;NA;femme;NA
P188;29/04/2025;16:00:00;pietons;vers corbeau;tous les jours;promenade;NA;null;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;manque de signaletique;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;aventuriere;hasardeuse;inquiete;femme;NA
P189;29/04/2025;16:00:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;oui;oui;null;null;null;NA;plutot d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;amenagement -;absence de separation;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreablee;pratique;un peu chaotique;homme;NA
P190;29/04/2025;16:15:00;pietons;vers gallia;tous les jours;promenade;NA;oui;null;null;null;null;NA;plutot pas d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;amenagement -;vitesse cyclistes;absence de separation;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;reveur;stressant;femme;NA
P191;29/04/2025;16:15:00;pietons;vers gallia;toutes les semaines;promenade;NA;null;oui;null;null;null;NA;plutot pas d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;comportement -;aggresivite cyclistes;comportement derangeant cyclistes;NA;NA;non;NA;NA;oui;null;null;null;null;null;oui;electrique;calme;beau;vacances;femme;NA
P192;29/04/2025;16:16:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;vitesse livreurs a velo;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;pas secure ac enfants;fleuri;homme;NA
P193;29/04/2025;16:20:00;pietons;vers corbeau;tous les jours;autre;reunion;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;conflits/tensions/peur;NA;NA;NA;non;NA;NA;oui;oui;null;oui;null;null;oui;electrique;chao;pas de consideration;manifestation;homme;NA
P194;29/04/2025;16:20:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;null;null;null;null;oui;habitation;plutot pas d'accord;plutot d'accord;pas du tout d'accord;ne sait pas;tout a fait d'accord;plutot pas d'accord;comportement -;conflits/tensions/peur;NA;NA;NA;non;NA;NA;null;null;null;null;oui;null;oui;electrique;agreable;destructure;bruyant;femme;NA
P195;29/04/2025;16:20:00;pietons;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement +;conflits/tensions/peur;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;malheureux;triste;colere;femme;NA
P196;29/04/2025;16:21:00;pietons;vers corbeau;moins souvent;promenade;NA;null;null;null;null;oui;commodite;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;amenagement -;comportement derangeant cyclistes;absence de separation;NA;NA;oui;NA;trop frequente;null;null;null;null;null;null;null;NA;beau;arbre;affluence;ne sait pas;NA
P197;29/04/2025;16:30:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;oui;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;absence de separation;comportement derangeant cyclistes;NA;NA;non;NA;aime le paysage;oui;null;null;null;null;null;null;NA;agacee;genee;NA;femme;NA
P198;29/04/2025;16:34:00;pietons;vers corbeau;tous les jours;promenade;NA;null;null;null;oui;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;amenagement -;absence de separation;vitesse livreurs a velo;obstacles amenagement (arbres, bancs…);NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;vigilent;dangereux;homme;NA
P199;29/04/2025;16:37:00;pietons;vers gallia;premiere fois;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;amenagement +;amenagements bien adaptes;NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;aere;convivial;vert;homme;NA
P200;29/04/2025;16:40:00;pietons;sans reponse;toutes les semaines;promenade;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;NA;NA;homme;NA
P201;29/04/2025;16:40:00;pietons;vers corbeau;moins souvent;promenade;NA;oui;oui;oui;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;en securite;plaisir;femme;NA
P202;29/04/2025;16:45:00;pietons;sans reponse;tous les jours;travail/etudes;NA;oui;null;oui;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;comportement derangeant cyclistes;conflits/tensions/peur;NA;NA;oui;weekend;trop de cyclistes;oui;null;null;null;null;null;null;NA;agreable;divertissant;NA;femme;NA
P203;29/04/2025;16:45:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;comportement -;trop de cyclistes;probleme avec les vehicule electrique (trotinettes,velos);NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;formidable;agreable;NA;femme;NA
P204;29/04/2025;16:45:00;pietons;vers gallia;toutes les semaines;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;comportement -;comportement derangeant cyclistes;NA;NA;NA;oui;NA;plus rapide;oui;oui;null;oui;oui;oui;null;NA;frustrant;agreable;pittoresque;homme;NA
P205;29/04/2025;16:50:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;amenagement -;probleme avec les voitures/camionnettes;obstacles amenagement (arbres, bancs…);bon equilibre pietons cyclistes;NA;je ne sais pas;quand il y a du monde;NA;null;null;null;null;oui;null;null;NA;buccolique;jovial;soleil;ne sait pas;NA
P206;29/04/2025;16:50:00;pietons;sans reponse;moins souvent;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;amenagement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;relaxant;buccolique;agreable;femme;NA
P207;29/04/2025;16:50:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;oui;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;comportement -;probleme avec les voitures/camionnettes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;attractif;NA;NA;homme;NA
P208;29/04/2025;16:54:00;pietons;vers gallia;premiere fois;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;amenagement +;absence de separation;NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;agreable;mitige;conflictuel;ne sait pas;NA
P209;29/04/2025;16:55:00;pietons;vers corbeau;premiere fois;promenade;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;ne sait pas;tout a fait d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;agreable;calme;NA;ne sait pas;NA
P210;29/04/2025;16:57:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;oui;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;comportement derangeant cyclistes;absence de separation;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;pas flaner;genial;beau;femme;NA
P211;29/04/2025;17:00:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;touristique;NA;homme;NA
P212;29/04/2025;17:00:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot pas d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;amenagement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;attentif;anime;NA;femme;NA
P213;29/04/2025;17:05:00;pietons;sans reponse;tous les jours;travail/etudes;NA;null;null;null;oui;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;comportement -;conflits/tensions/peur;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;beau;bcp magasin;souvenirs;femme;NA
P214;29/04/2025;17:15:00;pietons;vers corbeau;toutes les semaines;promenade;NA;null;oui;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;amenagement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;oui;null;null;null;NA;bcp velo;peu civilises;NA;femme;NA
P215;29/04/2025;17:22:00;pietons;vers corbeau;toutes les semaines;promenade;NA;null;oui;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;NA;NA;NA;NA;NA;non;NA;NA;oui;null;null;null;null;null;null;NA;agreable;douce;calme;homme;NA
P216;29/04/2025;17:26:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;deco noel;calme;femme;NA
P217;29/04/2025;17:30:00;pietons;vers gallia;tous les jours;promenade;NA;oui;oui;null;oui;null;NA;pas du tout d'accord;tout a fait d'accord;plutot d'accord;ne sait pas;tout a fait d'accord;plutot pas d'accord;comportement -;comportement derangeant cyclistes;vitesse cyclistes;conflits/tensions/peur;NA;non;NA;NA;null;oui;null;oui;oui;null;null;NA;stressant;agreable;peur velo electrique;homme;NA
P218;29/04/2025;17:30:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;null;oui;oui;null;null;NA;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;plutot d'accord;comportement;vitesse cyclistes;manque d'attention pietons;NA;NA;oui;NA;NA;null;null;null;null;null;null;null;NA;agreable;convivial;arbore-paisible;femme;NA
P219;29/04/2025;17:34:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;null;oui;null;null;null;NA;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;amenagement -;trop de monde en general;absence de separation;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;semi dangereuse;plaisant;homme;NA
P220;29/04/2025;17:40:00;pietons;sans reponse;tous les jours;promenade;NA;oui;oui;oui;oui;null;NA;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;comportement;trop de monde en general;vitesse cyclistes;absence de separation;NA;oui;apres-midi;NA;oui;null;null;oui;null;null;null;NA;magnifique;pourrait etre plus calme;NA;femme;NA
P221;29/04/2025;17:45:00;pietons;vers corbeau;tous les jours;autre;habitation;oui;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;comportement -;probleme avec les voitures/camionnettes;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;manque d'ombre;anime;femme;NA
P222;29/04/2025;17:45:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;oui;null;null;null;NA;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;anime;stressant;agreable;homme;NA
P223;29/04/2025;17:50:00;pietons;sans reponse;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;amenagement +;espace assez large;amenagements bien adaptes;vitesse cyclistes;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;charmant;vivant;femme;NA
P224;29/04/2025;17:52:00;pietons;vers corbeau;tous les jours;autre;habitation;oui;null;null;null;null;NA;plutot pas d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;densite frequentation -;trop de monde en general;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;convivial;bonne animation;homme;NA
P225;29/04/2025;17:55:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;null;oui;null;oui;null;NA;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;pas du tout d'accord;amenagement -;manque de signaletique;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;convivial;decouverte;femme;NA
P226;29/04/2025;18:00:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;oui;null;null;null;oui;librairie;plutot d'accord;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;densite frequentation -;manque d'attention pietons;NA;NA;NA;oui;quand il y a du monde;NA;null;null;null;null;null;null;oui;flux en general;agreable;dense;ensoleille;femme;NA
P227;29/04/2025;18:00:00;pietons;vers corbeau;moins souvent;activites/loisirs;NA;null;oui;oui;null;null;NA;plutot pas d'accord;tout a fait d'accord;ne sait pas;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;densite frequentation -;vitesse cyclistes;trop de monde en general;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;insecurite;calme;agreable;femme;NA
P228;29/04/2025;18:09:00;pietons;vers corbeau;tous les jours;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;amenagement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;cela bouge;anime;homme;NA
P229;29/04/2025;18:15:00;pietons;sans reponse;toutes les semaines;travail/etudes;NA;null;oui;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;comportement +;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;ensoleille;alcoolise;agreable;ne sait pas;NA
P230;29/04/2025;18:17:00;pietons;sans reponse;tous les jours;promenade;NA;oui;null;null;oui;null;NA;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;comportement derangeant cyclistes;probleme avec les voitures/camionnettes;NA;non;NA;NA;null;null;null;null;null;null;null;NA;aggresivite;irrespect;NA;femme;NA
P231;29/04/2025;18:20:00;pietons;sans reponse;toutes les semaines;promenade;NA;null;oui;null;null;oui;ombre;pas du tout d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;amenagement +;comportement derangeant cyclistes;NA;NA;NA;oui;meteo agreable;trop frequente;oui;null;null;null;null;null;null;NA;insatisfaite;apprehension;joli;femme;NA
P232;29/04/2025;18:30:00;pietons;vers gallia;moins souvent;activites/loisirs;NA;null;oui;oui;null;null;NA;plutot d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;amenagement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;calme;serein;femme;NA
P233;29/04/2025;18:30:00;pietons;sans reponse;tous les jours;travail/etudes;NA;oui;null;null;oui;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;amenagement -;vitesse livreurs a velo;absence de separation;NA;NA;non;NA;NA;null;oui;null;oui;null;null;oui;electrique;agreable;stressant;NA;femme;NA
P234;29/04/2025;18:30:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;null;null;null;null;oui;illisible;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;amenagement +;espace assez large;tout le monde se respecte;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;convivial;densifie;agreable;homme;NA
P235;29/04/2025;18:33:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;conflits/tensions/peur;probleme avec les vehicule electrique (trotinettes,velos);NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;insecurite;NA;NA;femme;NA
P236;29/04/2025;18:37:00;pietons;vers corbeau;moins souvent;promenade;NA;null;null;null;null;oui;n'a pas fait attention;plutot d'accord;pas du tout d'accord;pas du tout d'accord;ne sait pas;plutot pas d'accord;plutot d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;dense;ensoleille;agreable;femme;NA
P237;29/04/2025;18:40:00;pietons;vers corbeau;moins souvent;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;amenagement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;joli;convivial;esthetique;ne sait pas;NA
P238;29/04/2025;18:40:00;pietons;sans reponse;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;comportement derangeant cyclistes;NA;NA;NA;oui;NA;changer de chemin;oui;null;null;oui;null;null;null;NA;vert;NA;NA;femme;NA
P239;29/04/2025;18:40:00;pietons;vers gallia;toutes les semaines;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;amenagement +;espace assez large;NA;NA;NA;oui;marche de Noël;trop frequente;null;null;null;null;null;null;null;NA;prudent;bonne humeur;optimiste;homme;NA
P240;29/04/2025;18:45:00;pietons;sans reponse;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;densite frequentation -;trop de monde en general;vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);NA;non;NA;NA;null;null;null;oui;null;null;oui;electrique;stressant;dangereux;excessif;femme;NA
P241;29/04/2025;18:45:00;pietons;vers gallia;moins souvent;promenade;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;amenagement +;espace assez large;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;chill;calme;agreable;homme;NA
P242;29/04/2025;18:55:00;pietons;vers corbeau;tous les jours;promenade;NA;oui;oui;null;oui;null;NA;pas du tout d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;comportement derangeant cyclistes;aggresivite cyclistes;NA;NA;oui;NA;trop de cyclistes;oui;null;null;null;null;null;null;NA;agreable;dangereux;vivant;femme;NA
P243;03/05/2025;08:15:00;pietons;vers gallia;moins souvent;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;beau;paisible;homme;NA
P244;03/05/2025;08:20:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;plutot pas d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;comportement -;vitesse livreurs a velo;probleme avec les vehicule electrique (trotinettes,velos);vitesse cyclistes;NA;non;NA;NA;null;null;null;null;null;null;null;NA;tres agreable;vigilance;NA;homme;NA
P245;03/05/2025;08:30:00;pietons;vers corbeau;moins souvent;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;sans reponse;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;comportement -;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;grand;NA;NA;femme;NA
P246;03/05/2025;08:30:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;comportement -;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;tres agreable;anime;vigilence;femme;NA
